,Old_tag,New_Tag,Answer,Description
717,4,50,1,Table
718,5,51,1,Median
719,4,50,1,Table
720,5,51,1,Median
721,4,50,1,Table
722,7,52,1,Mode
723,4,50,1,Table
724,7,52,1,Mode
725,5,51,0,Median
726,8,46,1,Mean
727,5,51,1,Median
728,8,46,1,Mean
729,8,46,1,Mean
730,4,50,1,Table
731,22,1,1,Addition Whole Numbers
732,25,20,0,Subtraction Whole Numbers
733,42,19,0,Pattern Finding 
734,25,20,1,Subtraction Whole Numbers
735,42,19,1,Pattern Finding 
736,25,20,1,Subtraction Whole Numbers
737,42,19,1,Pattern Finding 
738,25,20,0,Subtraction Whole Numbers
739,42,19,0,Pattern Finding 
740,25,20,1,Subtraction Whole Numbers
741,42,19,1,Pattern Finding 
742,25,20,1,Subtraction Whole Numbers
743,42,19,1,Pattern Finding 
744,25,20,1,Subtraction Whole Numbers
745,42,19,1,Pattern Finding 
746,3,53,0,Probability of Two Distinct Events
747,3,53,0,Probability of Two Distinct Events
748,3,53,1,Probability of Two Distinct Events
749,3,53,1,Probability of Two Distinct Events
750,3,53,0,Probability of Two Distinct Events
751,29,54,1,Counting Methods
752,18,4,1,Addition and Subtraction Positive Decimals
753,4,50,0,Table
754,22,1,0,Addition Whole Numbers
755,4,50,1,Table
756,22,1,1,Addition Whole Numbers
757,25,20,1,Subtraction Whole Numbers
758,42,19,1,Pattern Finding 
759,4,50,0,Table
760,22,1,0,Addition Whole Numbers
761,4,50,1,Table
762,22,1,1,Addition Whole Numbers
763,25,20,1,Subtraction Whole Numbers
764,42,19,1,Pattern Finding 
765,25,20,1,Subtraction Whole Numbers
766,42,19,1,Pattern Finding 
767,25,20,1,Subtraction Whole Numbers
768,42,19,1,Pattern Finding 
769,25,20,1,Subtraction Whole Numbers
770,42,19,1,Pattern Finding 
771,25,20,0,Subtraction Whole Numbers
772,42,19,0,Pattern Finding 
773,25,20,0,Subtraction Whole Numbers
774,42,19,0,Pattern Finding 
775,25,20,0,Subtraction Whole Numbers
776,42,19,0,Pattern Finding 
777,25,20,0,Subtraction Whole Numbers
778,42,19,0,Pattern Finding 
779,25,20,0,Subtraction Whole Numbers
780,42,19,0,Pattern Finding 
781,25,20,1,Subtraction Whole Numbers
782,42,19,1,Pattern Finding 
783,3,53,1,Probability of Two Distinct Events
784,3,53,1,Probability of Two Distinct Events
785,3,53,1,Probability of Two Distinct Events
786,24,9,0,Addition and Subtraction Fractions
787,32,55,0,Box and Whisker
788,9,47,0,Range
789,32,55,1,Box and Whisker
790,5,51,1,Median
791,32,55,0,Box and Whisker
792,9,47,0,Range
793,32,55,0,Box and Whisker
794,5,51,0,Median
795,32,55,0,Box and Whisker
796,5,51,0,Median
797,12,56,0,Circle Graph
798,35,29,0,Percent Of
799,12,56,1,Circle Graph
800,13,57,1,Equivalent Fractions
801,41,26,1,Finding Percents
802,18,4,0,Addition and Subtraction Positive Decimals
803,18,4,1,Addition and Subtraction Positive Decimals
804,18,4,1,Addition and Subtraction Positive Decimals
805,18,4,0,Addition and Subtraction Positive Decimals
806,18,4,1,Addition and Subtraction Positive Decimals
807,18,4,1,Addition and Subtraction Positive Decimals
808,18,4,1,Addition and Subtraction Positive Decimals
809,18,4,1,Addition and Subtraction Positive Decimals
810,18,4,0,Addition and Subtraction Positive Decimals
811,18,4,1,Addition and Subtraction Positive Decimals
812,24,9,1,Addition and Subtraction Fractions
813,24,9,1,Addition and Subtraction Fractions
814,24,9,0,Addition and Subtraction Fractions
815,24,9,1,Addition and Subtraction Fractions
816,24,9,1,Addition and Subtraction Fractions
817,24,9,1,Addition and Subtraction Fractions
818,24,9,0,Addition and Subtraction Fractions
819,24,9,1,Addition and Subtraction Fractions
820,24,9,1,Addition and Subtraction Fractions
821,24,9,1,Addition and Subtraction Fractions
822,74,58,1,Multiplication and Division Positive Decimals
823,74,58,1,Multiplication and Division Positive Decimals
824,74,58,0,Multiplication and Division Positive Decimals
825,74,58,1,Multiplication and Division Positive Decimals
826,74,58,1,Multiplication and Division Positive Decimals
827,74,58,1,Multiplication and Division Positive Decimals
828,74,58,1,Multiplication and Division Positive Decimals
829,60,11,0,Division Fractions
830,19,10,1,Multiplication Fractions
831,19,10,0,Multiplication Fractions
832,19,10,0,Multiplication Fractions
833,12,56,0,Circle Graph
834,35,29,0,Percent Of
835,25,20,1,Subtraction Whole Numbers
836,42,19,1,Pattern Finding 
837,25,20,1,Subtraction Whole Numbers
838,42,19,1,Pattern Finding 
839,25,20,0,Subtraction Whole Numbers
840,42,19,0,Pattern Finding 
841,25,20,1,Subtraction Whole Numbers
842,42,19,1,Pattern Finding 
843,25,20,1,Subtraction Whole Numbers
844,42,19,1,Pattern Finding 
845,32,55,0,Box and Whisker
846,5,51,0,Median
847,32,55,0,Box and Whisker
848,9,47,0,Range
849,32,55,1,Box and Whisker
850,5,51,1,Median
851,32,55,0,Box and Whisker
852,5,51,0,Median
853,32,55,1,Box and Whisker
854,5,51,1,Median
855,32,55,1,Box and Whisker
856,5,51,1,Median
857,32,55,1,Box and Whisker
858,5,51,1,Median
859,12,56,0,Circle Graph
860,13,57,0,Equivalent Fractions
861,41,26,0,Finding Percents
862,12,56,0,Circle Graph
863,13,57,0,Equivalent Fractions
864,41,26,0,Finding Percents
865,12,56,0,Circle Graph
866,35,29,0,Percent Of
867,12,56,0,Circle Graph
868,35,29,0,Percent Of
869,11,49,0,Histogram as Table or Graph
870,11,49,0,Histogram as Table or Graph
871,11,49,1,Histogram as Table or Graph
872,16,59,1,Probability of a Single Event
873,16,59,1,Probability of a Single Event
874,16,59,0,Probability of a Single Event
875,16,59,1,Probability of a Single Event
876,16,59,1,Probability of a Single Event
877,16,59,1,Probability of a Single Event
878,11,49,1,Histogram as Table or Graph
879,11,49,1,Histogram as Table or Graph
880,11,49,1,Histogram as Table or Graph
881,12,56,0,Circle Graph
882,13,57,0,Equivalent Fractions
883,14,16,0,Proportion
884,12,56,1,Circle Graph
885,13,57,1,Equivalent Fractions
886,14,16,1,Proportion
887,12,56,1,Circle Graph
888,13,57,1,Equivalent Fractions
889,12,56,1,Circle Graph
890,13,57,1,Equivalent Fractions
891,14,16,1,Proportion
892,12,56,0,Circle Graph
893,13,57,0,Equivalent Fractions
894,14,16,0,Proportion
895,12,56,0,Circle Graph
896,35,29,0,Percent Of
897,12,56,1,Circle Graph
898,13,57,1,Equivalent Fractions
899,14,16,1,Proportion
900,12,56,0,Circle Graph
901,35,29,0,Percent Of
902,12,56,0,Circle Graph
903,35,29,0,Percent Of
904,12,56,1,Circle Graph
905,35,29,1,Percent Of
906,12,56,0,Circle Graph
907,35,29,0,Percent Of
908,12,56,0,Circle Graph
909,13,57,0,Equivalent Fractions
910,41,26,0,Finding Percents
911,12,56,0,Circle Graph
912,35,29,0,Percent Of
913,12,56,0,Circle Graph
914,13,57,0,Equivalent Fractions
915,41,26,0,Finding Percents
916,12,56,0,Circle Graph
917,13,57,0,Equivalent Fractions
918,41,26,0,Finding Percents
919,25,20,1,Subtraction Whole Numbers
920,42,19,1,Pattern Finding 
921,25,20,0,Subtraction Whole Numbers
922,42,19,0,Pattern Finding 
923,25,20,1,Subtraction Whole Numbers
924,42,19,1,Pattern Finding 
925,25,20,1,Subtraction Whole Numbers
926,42,19,1,Pattern Finding 
927,25,20,1,Subtraction Whole Numbers
928,42,19,1,Pattern Finding 
929,25,20,1,Subtraction Whole Numbers
930,42,19,1,Pattern Finding 
931,25,20,0,Subtraction Whole Numbers
932,42,19,0,Pattern Finding 
933,25,20,0,Subtraction Whole Numbers
934,42,19,0,Pattern Finding 
935,25,20,1,Subtraction Whole Numbers
936,42,19,1,Pattern Finding 
937,25,20,0,Subtraction Whole Numbers
938,42,19,0,Pattern Finding 
939,25,20,1,Subtraction Whole Numbers
940,42,19,1,Pattern Finding 
941,25,20,1,Subtraction Whole Numbers
942,42,19,1,Pattern Finding 
943,18,4,1,Addition and Subtraction Positive Decimals
944,18,4,1,Addition and Subtraction Positive Decimals
945,18,4,1,Addition and Subtraction Positive Decimals
946,18,4,1,Addition and Subtraction Positive Decimals
947,24,9,1,Addition and Subtraction Fractions
948,24,9,1,Addition and Subtraction Fractions
949,74,58,1,Multiplication and Division Positive Decimals
950,60,11,0,Division Fractions
951,60,11,0,Division Fractions
952,60,11,0,Division Fractions
953,60,11,0,Division Fractions
954,60,11,0,Division Fractions
955,60,11,0,Division Fractions
956,60,11,0,Division Fractions
957,60,11,0,Division Fractions
958,60,11,0,Division Fractions
959,60,11,0,Division Fractions
960,19,10,0,Multiplication Fractions
961,19,10,1,Multiplication Fractions
962,19,10,1,Multiplication Fractions
963,19,10,1,Multiplication Fractions
964,19,10,0,Multiplication Fractions
965,19,10,1,Multiplication Fractions
966,19,10,1,Multiplication Fractions
967,19,10,1,Multiplication Fractions
968,19,10,1,Multiplication Fractions
969,19,10,1,Multiplication Fractions
970,14,16,0,Proportion
971,14,16,1,Proportion
972,14,16,0,Proportion
973,14,16,1,Proportion
974,14,16,1,Proportion
975,14,16,0,Proportion
976,14,16,0,Proportion
977,14,16,0,Proportion
978,14,16,1,Proportion
979,14,16,1,Proportion
980,34,15,1,Conversion of Fraction Decimals Percents
981,34,15,1,Conversion of Fraction Decimals Percents
982,34,15,1,Conversion of Fraction Decimals Percents
983,34,15,1,Conversion of Fraction Decimals Percents
984,34,15,1,Conversion of Fraction Decimals Percents
985,41,26,0,Finding Percents
986,41,26,1,Finding Percents
987,41,26,0,Finding Percents
988,35,29,0,Percent Of
989,41,26,0,Finding Percents
990,41,26,0,Finding Percents
991,35,29,0,Percent Of
992,35,29,0,Percent Of
993,12,56,0,Circle Graph
994,35,29,0,Percent Of
995,35,29,0,Percent Of
996,41,26,0,Finding Percents
997,41,26,0,Finding Percents
998,41,26,0,Finding Percents
999,41,26,0,Finding Percents
1000,41,26,0,Finding Percents
1001,41,26,0,Finding Percents
1002,41,26,0,Finding Percents
1003,41,26,0,Finding Percents
1004,41,26,0,Finding Percents
1005,41,26,0,Finding Percents
1006,4,50,0,Table
1007,15,60,0,Fraction Of
1008,4,50,1,Table
1009,16,59,1,Probability of a Single Event
1010,4,50,1,Table
1011,16,59,1,Probability of a Single Event
1012,4,50,1,Table
1013,15,60,1,Fraction Of
1014,3,53,0,Probability of Two Distinct Events
1015,3,53,0,Probability of Two Distinct Events
1016,3,53,0,Probability of Two Distinct Events
1017,3,53,0,Probability of Two Distinct Events
1018,3,53,0,Probability of Two Distinct Events
1019,3,53,0,Probability of Two Distinct Events
1020,3,53,1,Probability of Two Distinct Events
1021,29,54,0,Counting Methods
1022,3,53,0,Probability of Two Distinct Events
1023,29,54,0,Counting Methods
1024,3,53,0,Probability of Two Distinct Events
1025,29,54,0,Counting Methods
1026,3,53,0,Probability of Two Distinct Events
1027,29,54,1,Counting Methods
1028,3,53,1,Probability of Two Distinct Events
1029,29,54,0,Counting Methods
1030,3,53,0,Probability of Two Distinct Events
1031,12,56,1,Circle Graph
1032,13,57,1,Equivalent Fractions
1033,14,16,1,Proportion
1034,23,61,0,Absolute Value
1035,23,61,0,Absolute Value
1036,23,61,0,Absolute Value
1037,23,61,1,Absolute Value
1038,23,61,1,Absolute Value
1039,23,61,1,Absolute Value
1040,23,61,1,Absolute Value
1041,23,61,1,Absolute Value
1042,25,20,1,Subtraction Whole Numbers
1043,42,19,1,Pattern Finding 
1044,12,56,1,Circle Graph
1045,35,29,1,Percent Of
1046,29,54,1,Counting Methods
1047,3,53,1,Probability of Two Distinct Events
1048,29,54,0,Counting Methods
1049,3,53,0,Probability of Two Distinct Events
1050,29,54,1,Counting Methods
1051,3,53,1,Probability of Two Distinct Events
1052,29,54,1,Counting Methods
1053,3,53,1,Probability of Two Distinct Events
1054,29,54,1,Counting Methods
1055,3,53,1,Probability of Two Distinct Events
1056,25,20,1,Subtraction Whole Numbers
1057,42,19,1,Pattern Finding 
1058,25,20,0,Subtraction Whole Numbers
1059,42,19,0,Pattern Finding 
1060,25,20,1,Subtraction Whole Numbers
1061,42,19,1,Pattern Finding 
1062,25,20,1,Subtraction Whole Numbers
1063,42,19,1,Pattern Finding 
1064,25,20,1,Subtraction Whole Numbers
1065,42,19,1,Pattern Finding 
1066,25,20,1,Subtraction Whole Numbers
1067,42,19,1,Pattern Finding 
1068,25,20,1,Subtraction Whole Numbers
1069,42,19,1,Pattern Finding 
1070,41,26,1,Finding Percents
1071,60,11,1,Division Fractions
1072,60,11,1,Division Fractions
1073,60,11,1,Division Fractions
1074,60,11,1,Division Fractions
1075,60,11,1,Division Fractions
1076,29,54,0,Counting Methods
1077,3,53,0,Probability of Two Distinct Events
1078,29,54,1,Counting Methods
1079,3,53,1,Probability of Two Distinct Events
1080,25,20,1,Subtraction Whole Numbers
1081,42,19,1,Pattern Finding 
1082,25,20,1,Subtraction Whole Numbers
1083,42,19,1,Pattern Finding 
1084,14,16,1,Proportion
1085,14,16,1,Proportion
1086,14,16,1,Proportion
1087,41,26,1,Finding Percents
1088,12,56,1,Circle Graph
1089,35,29,1,Percent Of
1090,12,56,1,Circle Graph
1091,35,29,1,Percent Of
1092,41,26,1,Finding Percents
1093,35,29,1,Percent Of
1094,41,26,1,Finding Percents
1095,41,26,0,Finding Percents
1096,41,26,1,Finding Percents
1097,41,26,1,Finding Percents
1098,41,26,1,Finding Percents
1099,41,26,0,Finding Percents
1100,41,26,1,Finding Percents
1101,41,26,1,Finding Percents
1102,41,26,1,Finding Percents
1103,41,26,1,Finding Percents
1104,23,61,1,Absolute Value
1105,23,61,1,Absolute Value
1106,49,62,1,Complementary and Supplementary Angles
1107,52,63,1,Congruence
1108,48,64,1,Nets of 3D Figures
1109,17,48,1,Scatter Plot
1110,17,48,0,Scatter Plot
1111,17,48,1,Scatter Plot
1112,17,48,1,Scatter Plot
1113,17,48,1,Scatter Plot
1114,17,48,1,Scatter Plot
1115,17,48,1,Scatter Plot
1116,6,45,1,Stem and Leaf Plot
1117,7,52,1,Mode
1118,6,45,0,Stem and Leaf Plot
1119,5,51,0,Median
1120,6,45,1,Stem and Leaf Plot
1121,5,51,1,Median
1122,6,45,1,Stem and Leaf Plot
1123,9,47,1,Range
1124,6,45,1,Stem and Leaf Plot
1125,9,47,1,Range
1126,6,45,1,Stem and Leaf Plot
1127,9,47,1,Range
1128,6,45,1,Stem and Leaf Plot
1129,7,52,1,Mode
1130,32,55,0,Box and Whisker
1131,5,51,0,Median
1132,32,55,0,Box and Whisker
1133,9,47,0,Range
1134,32,55,0,Box and Whisker
1135,9,47,0,Range
1136,32,55,1,Box and Whisker
1137,5,51,1,Median
1138,32,55,1,Box and Whisker
1139,5,51,1,Median
1140,32,55,1,Box and Whisker
1141,5,51,1,Median
1142,32,55,1,Box and Whisker
1143,5,51,1,Median
1144,32,55,1,Box and Whisker
1145,5,51,1,Median
1146,50,65,1,Pythagorean Theorem
1147,50,65,0,Pythagorean Theorem
1148,50,65,1,Pythagorean Theorem
1149,50,65,1,Pythagorean Theorem
1150,50,65,1,Pythagorean Theorem
1151,29,54,0,Counting Methods
1152,3,53,0,Probability of Two Distinct Events
1153,16,59,1,Probability of a Single Event
1154,16,59,1,Probability of a Single Event
1155,4,50,1,Table
1156,16,59,1,Probability of a Single Event
1157,51,66,1,D.4.8-understanding-concept-of-probabilities
1158,51,66,1,D.4.8-understanding-concept-of-probabilities
1159,50,65,0,Pythagorean Theorem
1160,50,65,0,Pythagorean Theorem
1161,50,65,0,Pythagorean Theorem
1162,50,65,1,Pythagorean Theorem
1163,50,65,1,Pythagorean Theorem
1164,50,65,1,Pythagorean Theorem
1165,50,65,0,Pythagorean Theorem
1166,50,65,1,Pythagorean Theorem
1167,50,65,1,Pythagorean Theorem
1168,50,65,1,Pythagorean Theorem
1169,50,65,0,Pythagorean Theorem
1170,50,65,0,Pythagorean Theorem
1171,50,65,1,Pythagorean Theorem
1172,50,65,0,Pythagorean Theorem
1173,50,65,0,Pythagorean Theorem
1174,50,65,0,Pythagorean Theorem
1175,50,65,1,Pythagorean Theorem
1176,50,65,1,Pythagorean Theorem
1177,50,65,0,Pythagorean Theorem
1178,50,65,0,Pythagorean Theorem
1179,50,65,0,Pythagorean Theorem
1180,50,65,0,Pythagorean Theorem
1181,50,65,0,Pythagorean Theorem
1182,50,65,0,Pythagorean Theorem
1183,50,65,0,Pythagorean Theorem
1184,50,65,0,Pythagorean Theorem
1185,50,65,0,Pythagorean Theorem
1186,50,65,1,Pythagorean Theorem
1187,50,65,0,Pythagorean Theorem
1188,50,65,1,Pythagorean Theorem
1189,50,65,1,Pythagorean Theorem
1190,50,65,1,Pythagorean Theorem
1191,50,65,1,Pythagorean Theorem
1192,50,65,1,Pythagorean Theorem
1193,53,67,1,Interior Angles Figures with More than 3 Sides
1194,49,62,1,Complementary and Supplementary Angles
1195,53,67,0,Interior Angles Figures with More than 3 Sides
1196,54,68,0,Interior Angles Triangle
1197,53,67,1,Interior Angles Figures with More than 3 Sides
1198,54,68,1,Interior Angles Triangle
1199,53,67,0,Interior Angles Figures with More than 3 Sides
1200,54,68,0,Interior Angles Triangle
1201,53,67,1,Interior Angles Figures with More than 3 Sides
1202,54,68,1,Interior Angles Triangle
1203,53,67,1,Interior Angles Figures with More than 3 Sides
1204,54,68,1,Interior Angles Triangle
1205,92,69,0,Rotations
1206,93,70,0,Reflection
1207,92,69,0,Rotations
1208,93,70,0,Reflection
1209,94,71,0,Translations
1210,93,70,0,Reflection
1211,93,70,0,Reflection
1212,28,27,1,Calculations with Similar Figures
1213,28,27,0,Calculations with Similar Figures
1214,28,27,0,Calculations with Similar Figures
1215,28,27,1,Calculations with Similar Figures
1216,28,27,1,Calculations with Similar Figures
1217,28,27,0,Calculations with Similar Figures
1218,28,27,1,Calculations with Similar Figures
1219,28,27,1,Calculations with Similar Figures
1220,28,27,0,Calculations with Similar Figures
1221,28,27,0,Calculations with Similar Figures
1222,94,71,0,Translations
1223,93,70,0,Reflection
1224,4,50,0,Table
1225,16,59,0,Probability of a Single Event
1226,16,59,0,Probability of a Single Event
1227,16,59,0,Probability of a Single Event
1228,16,59,0,Probability of a Single Event
1229,16,59,0,Probability of a Single Event
1230,16,59,0,Probability of a Single Event
1231,4,50,0,Table
1232,16,59,0,Probability of a Single Event
1233,16,59,0,Probability of a Single Event
1234,28,27,0,Calculations with Similar Figures
1235,28,27,0,Calculations with Similar Figures
1236,28,27,0,Calculations with Similar Figures
1237,28,27,1,Calculations with Similar Figures
1238,28,27,1,Calculations with Similar Figures
1239,28,27,0,Calculations with Similar Figures
1240,28,27,1,Calculations with Similar Figures
1241,28,27,0,Calculations with Similar Figures
1242,28,27,0,Calculations with Similar Figures
1243,28,27,0,Calculations with Similar Figures
1244,28,27,1,Calculations with Similar Figures
1245,28,27,1,Calculations with Similar Figures
1246,28,27,0,Calculations with Similar Figures
1247,28,27,1,Calculations with Similar Figures
1248,92,69,0,Rotations
1249,11,49,1,Histogram as Table or Graph
1250,11,49,1,Histogram as Table or Graph
1251,32,55,0,Box and Whisker
1252,9,47,0,Range
1253,32,55,1,Box and Whisker
1254,5,51,1,Median
1255,32,55,0,Box and Whisker
1256,9,47,0,Range
1257,32,55,1,Box and Whisker
1258,5,51,1,Median
1259,32,55,0,Box and Whisker
1260,9,47,0,Range
